M, u(M), chi(M), m(M)
7990, -0.36, 1.96, -0.28
7991, -0.44, 0.36, -0.12
7992, -0.76, 1.44, -0.24
7993, -0.6, 1, -0.2
7994, -0.6, 0.16, -0.08
7995, -0.36, 0.04, -0.04
7996, -0.44, 0, 0
7997, -0.52, 1, 0.2
7998, -0.36, 2.56, 0.32
7999, -0.52, 5.76, 0.48
8000, -0.6, 4.84, 0.44
8001, -0.44, 1.96, 0.28
8002, -0.36, 0.04, 0.04
8003, -0.52, 2.56, 0.32
8004, -0.36, 0.04, 0.04
8005, -0.52, 0.16, 0.08
8006, -0.52, 0.36, 0.12
8007, -0.44, 0.04, -0.04
8008, -0.6, 0.16, -0.08
8009, -0.44, 1, -0.2
8010, -0.28, 0.64, -0.16
8011, -0.6, 0, 0
8012, -0.44, 0.16, 0.08
8013, -0.28, 0.16, -0.08
8014, -0.36, 0.36, -0.12
8015, -0.52, 0.16, 0.08
8016, -0.52, 0.04, 0.04
8017, -0.36, 0.04, 0.04
8018, -0.44, 0, 0
8019, -0.36, 1.96, 0.28
8020, -0.36, 0.64, 0.16
8021, -0.44, 0.64, 0.16
8022, -0.44, 0.04, -0.04
8023, -0.36, 4, -0.4
8024, -0.36, 3.24, -0.36
8025, -0.36, 1.96, -0.28
8026, -0.36, 1.96, -0.28
8027, -0.2, 4.84, -0.44
8028, -0.36, 0.64, -0.16
8029, -0.36, 1.96, -0.28
8030, -0.28, 0.36, -0.12
8031, -0.36, 1, -0.2
8032, -0.28, 1, -0.2
8033, -0.44, 0.64, -0.16
8034, -0.52, 4, -0.4
8035, -0.44, 4, -0.4
8036, -0.52, 9, -0.6
8037, -0.68, 11.56, -0.68
8038, -0.36, 5.76, -0.48
8039, -0.44, 4.84, -0.44
8040, -0.36, 5.76, -0.48
8041, -0.52, 4, -0.4
8042, -0.52, 4, -0.4
8043, -0.52, 0.04, -0.04
8044, -0.36, 0.36, -0.12
8045, -0.52, 0, 0
8046, -0.52, 0.04, -0.04
8047, -0.44, 3.24, -0.36
8048, -0.52, 1, -0.2
8049, -0.36, 1.44, -0.24
8050, -0.44, 1.44, -0.24
8051, -0.28, 0.04, -0.04
8052, -0.28, 1.44, -0.24
8053, -0.2, 0.16, -0.08
8054, -0.2, 1, -0.2
8055, -0.44, 0.36, -0.12
8056, -0.52, 1, -0.2
8057, -0.44, 0, 0
8058, -0.44, 1.44, 0.24
8059, -0.6, 0.36, 0.12
8060, -0.44, 0.36, 0.12
8061, -0.6, 5.76, 0.48
8062, -0.36, 1.96, 0.28
8063, -0.44, 6.76, 0.52
8064, -0.68, 9, 0.6
8065, -0.44, 5.76, 0.48
8066, -0.28, 1.44, 0.24
8067, -0.52, 1.44, -0.24
8068, -0.36, 1.44, -0.24
8069, -0.44, 1, -0.2
8070, -0.36, 0.04, -0.04
8071, -0.36, 0.04, -0.04
8072, -0.36, 0.04, 0.04
8073, -0.36, 0.36, -0.12
8074, -0.44, 1.44, -0.24
8075, -0.6, 0.36, 0.12
8076, -0.28, 0.04, 0.04
8077, -0.52, 1.96, -0.28
8078, -0.52, 1.44, -0.24
8079, -0.52, 0.64, -0.16
8080, -0.52, 0.04, -0.04
8081, -0.52, 1, 0.2
8082, -0.6, 0.04, 0.04
8083, -0.6, 3.24, 0.36
8084, -0.44, 1.44, 0.24
8085, -0.68, 4, 0.4
8086, -0.28, 0.64, 0.16
8087, -0.28, 0.64, 0.16
8088, -0.6, 5.76, 0.48
8089, -0.44, 3.24, 0.36
8090, -0.52, 1.96, 0.28
8091, -0.52, 0.64, 0.16
8092, -0.36, 0.64, 0.16
8093, -0.36, 2.56, 0.32
8094, -0.52, 1.44, 0.24
8095, -0.36, 0, 0
8096, -0.44, 0.16, 0.08
8097, -0.52, 0.04, 0.04
8098, -0.52, 0.16, 0.08
8099, -0.2, 1, 0.2
8100, -0.44, 0.36, 0.12
8101, -0.44, 0.36, 0.12
8102, -0.52, 0.64, 0.16
8103, -0.52, 0, 0
8104, -0.36, 0.64, -0.16
8105, -0.44, 0.36, 0.12
8106, -0.68, 0.36, 0.12
8107, -0.6, 0.04, 0.04
8108, -0.68, 1, 0.2
8109, -0.6, 1.96, 0.28
8110, -0.52, 0.16, -0.08
8111, -0.6, 0.04, -0.04
8112, -0.52, 0.64, -0.16
8113, -0.44, 0.04, 0.04
8114, -0.44, 0.04, 0.04
8115, -0.52, 0.16, 0.08
8116, -0.44, 1, -0.2
8117, -0.44, 2.56, -0.32
8118, -0.52, 6.76, -0.52
8119, -0.36, 4, -0.4
8120, -0.52, 2.56, -0.32
8121, -0.52, 1.96, -0.28
8122, -0.44, 0.04, -0.04
8123, -0.6, 2.56, 0.32
8124, -0.52, 1.96, 0.28
8125, -0.6, 1, 0.2
8126, -0.44, 0.04, -0.04
8127, -0.44, 0, 0
8128, -0.28, 0.36, 0.12
8129, -0.68, 2.56, 0.32
8130, -0.52, 0.04, 0.04
8131, -0.52, 0.36, 0.12
8132, -0.36, 1.44, -0.24
8133, -0.44, 1, -0.2
8134, -0.36, 0.36, -0.12
8135, -0.52, 0.64, -0.16
8136, -0.44, 0.16, -0.08
8137, -0.6, 0.04, -0.04
8138, -0.68, 0, 0
8139, -0.44, 0, 0
8140, -0.36, 0.36, 0.12
8141, -0.52, 1.96, 0.28
8142, -0.2, 0.16, 0.08
8143, -0.36, 1, 0.2
8144, -0.36, 0.64, 0.16
8145, -0.28, 0.04, 0.04
8146, -0.36, 0.16, -0.08
8147, -0.44, 0.64, -0.16
8148, -0.28, 1, -0.2
8149, -0.28, 1.44, -0.24
8150, -0.52, 1, -0.2
8151, -0.52, 2.56, -0.32
8152, -0.44, 0.36, -0.12
8153, -0.28, 0.04, -0.04
8154, -0.52, 0.64, -0.16
8155, -0.68, 0, 0
8156, -0.44, 0.16, 0.08
8157, -0.28, 0.64, 0.16
8158, -0.44, 0.64, 0.16
8159, -0.6, 2.56, -0.32
8160, -0.44, 2.56, -0.32
8161, -0.36, 0.04, -0.04
8162, -0.68, 4.84, 0.44
8163, -0.52, 4, 0.4
8164, -0.44, 2.56, 0.32
8165, -0.44, 1.44, 0.24
8166, -0.52, 0.16, 0.08
8167, -0.36, 0, 0
8168, -0.36, 0.16, 0.08
8169, -0.2, 0.04, 0.04
8170, -0.2, 0.04, -0.04
8171, -0.44, 0.36, -0.12
8172, -0.36, 0.04, -0.04
8173, -0.52, 0.36, 0.12
8174, -0.6, 0.36, -0.12
8175, -0.44, 0.36, 0.12
8176, -0.68, 1, 0.2
8177, -0.6, 1.96, 0.28
8178, -0.52, 1, 0.2
8179, -0.52, 0.36, -0.12
8180, -0.68, 1.44, -0.24
8181, -0.68, 0.04, 0.04
8182, -0.6, 0.36, 0.12
8183, -0.6, 1.44, 0.24
8184, -0.44, 1.96, 0.28
8185, -0.52, 0.04, 0.04
8186, -0.2, 1, 0.2
8187, -0.36, 1.44, 0.24
8188, -0.44, 2.56, 0.32
8189, -0.36, 0.36, 0.12
8190, -0.28, 2.56, 0.32
8191, -0.36, 0.04, 0.04
8192, -0.52, 1, 0.2
8193, -0.6, 1.44, -0.24
8194, -0.6, 3.24, -0.36
8195, -0.52, 4, -0.4
8196, -0.28, 0.04, -0.04
8197, -0.6, 0.36, -0.12
8198, -0.52, 1, 0.2
8199, -0.6, 3.24, 0.36
8200, -0.6, 2.56, 0.32
8201, -0.68, 0.16, 0.08
8202, -0.52, 0.16, 0.08
8203, -0.44, 0.16, -0.08
8204, -0.52, 4.84, -0.44
8205, -0.68, 4.84, -0.44
8206, -0.44, 0.64, -0.16
8207, -0.52, 0.04, -0.04
8208, -0.52, 1, -0.2
8209, -0.44, 1.96, -0.28
8210, -0.36, 0.64, 0.16
8211, -0.28, 0.36, 0.12
8212, -0.52, 0.04, -0.04
8213, -0.52, 0.16, 0.08
8214, -0.44, 0.04, -0.04
8215, -0.6, 0.16, 0.08
8216, -0.36, 1.44, 0.24
8217, -0.36, 0.04, -0.04
8218, -0.44, 0, 0
8219, -0.44, 5.76, 0.48
8220, -0.28, 6.76, 0.52
8221, -0.6, 10.24, 0.64
8222, -0.6, 3.24, 0.36
8223, -0.6, 1, 0.2
8224, -0.6, 0.36, 0.12
8225, -0.6, 0, 0
8226, -0.52, 0.16, -0.08
8227, -0.2, 0.16, 0.08
8228, -0.44, 0.64, -0.16
8229, -0.36, 0.36, -0.12
8230, -0.52, 0.16, -0.08
8231, -0.36, 1, -0.2
8232, -0.44, 1, -0.2
8233, -0.36, 0.64, -0.16
8234, -0.52, 0.16, -0.08
8235, -0.6, 2.56, -0.32
8236, -0.36, 0, 0
8237, -0.52, 0.04, -0.04
8238, -0.6, 0.04, 0.04
8239, -0.68, 4, 0.4
8240, -0.6, 3.24, 0.36
8241, -0.52, 0.04, -0.04
8242, -0.44, 0.36, -0.12
8243, -0.44, 1, -0.2
8244, -0.2, 1.44, -0.24
8245, -0.36, 1.44, -0.24
8246, -0.6, 0.64, -0.16
8247, -0.52, 1.44, -0.24
8248, -0.6, 0.36, -0.12
8249, -0.44, 0.16, -0.08
8250, -0.28, 0.04, 0.04
8251, -0.44, 1.44, 0.24
8252, -0.28, 1.44, 0.24
8253, -0.6, 0.04, 0.04
8254, -0.52, 1.96, 0.28
8255, -0.44, 0.16, 0.08
8256, -0.52, 0.16, -0.08
8257, -0.52, 0.04, -0.04
8258, -0.68, 1, -0.2
8259, -0.6, 1.44, -0.24
8260, -0.36, 0.04, -0.04
8261, -0.52, 1.96, -0.28
8262, -0.28, 0.04, -0.04
8263, -0.52, 0.04, 0.04
8264, -0.6, 1.96, 0.28
8265, -0.52, 1.96, 0.28
8266, -0.6, 0.36, 0.12
8267, -0.6, 2.56, 0.32
8268, -0.6, 1.44, 0.24
8269, -0.76, 0, 0
8270, -0.6, 0, 0
8271, -0.44, 0.64, -0.16
8272, -0.44, 1.44, -0.24
8273, -0.6, 0.64, 0.16
8274, -0.6, 1.44, 0.24
8275, -0.28, 3.24, 0.36
8276, -0.52, 4, 0.4
8277, -0.44, 4, 0.4
8278, -0.52, 4, 0.4
8279, -0.2, 2.56, 0.32
8280, -0.28, 0, 0
8281, -0.44, 0.36, -0.12
8282, -0.12, 0.16, -0.08
8283, -0.2, 0.04, 0.04
8284, -0.44, 0.16, -0.08
8285, -0.44, 0.16, 0.08
8286, -0.44, 0.16, 0.08
8287, -0.36, 0.16, -0.08
8288, -0.44, 3.24, 0.36
8289, -0.52, 5.76, 0.48
8290, -0.44, 6.76, 0.52
8291, -0.28, 1.44, 0.24
8292, -0.28, 0, 0
8293, -0.44, 4.84, 0.44
8294, -0.52, 1, 0.2
8295, -0.44, 0.64, 0.16
8296, -0.52, 0.36, 0.12
8297, -0.44, 1, 0.2
8298, -0.36, 0.36, -0.12
8299, -0.44, 0.36, 0.12
8300, -0.6, 0.36, 0.12
8301, -0.52, 0.04, -0.04
8302, -0.52, 1, -0.2
8303, -0.44, 0.36, -0.12
8304, -0.6, 0.16, -0.08
8305, -0.28, 0.04, 0.04
8306, -0.44, 2.56, 0.32
8307, -0.44, 0.36, 0.12
8308, -0.52, 1, 0.2
8309, -0.52, 0.16, -0.08
8310, -0.44, 2.56, -0.32
8311, -0.52, 1, -0.2
8312, -0.36, 0.36, 0.12
8313, -0.36, 0.16, 0.08
8314, -0.44, 0.04, 0.04
8315, -0.6, 2.56, -0.32
8316, -0.44, 2.56, -0.32
8317, -0.28, 0.16, -0.08
8318, -0.44, 0.36, -0.12
8319, -0.28, 0.16, 0.08
8320, -0.76, 1.44, 0.24
8321, -0.44, 0.64, 0.16
8322, -0.44, 1.44, 0.24
8323, -0.36, 3.24, 0.36
8324, -0.36, 0.16, 0.08
8325, -0.2, 0.04, -0.04
8326, -0.52, 0.64, 0.16
8327, -0.6, 1.44, 0.24
8328, -0.44, 1.44, 0.24
8329, -0.52, 0.64, 0.16
8330, -0.68, 2.56, 0.32
8331, -0.52, 1.96, 0.28
8332, -0.6, 4.84, 0.44
8333, -0.6, 4, 0.4
8334, -0.52, 2.56, 0.32
8335, -0.44, 5.76, 0.48
8336, -0.36, 0.36, 0.12
8337, -0.44, 1.96, -0.28
8338, -0.52, 1, -0.2
8339, -0.28, 1.96, -0.28
8340, -0.52, 6.76, -0.52
8341, -0.44, 1.96, -0.28
8342, -0.36, 1.96, -0.28
8343, -0.52, 4.84, -0.44
8344, -0.52, 0, 0
8345, -0.52, 0.16, -0.08
8346, -0.36, 0.36, -0.12
8347, -0.52, 1, -0.2
8348, -0.52, 5.76, -0.48
8349, -0.36, 1, -0.2
8350, -0.28, 0, 0
8351, -0.36, 0.04, -0.04
8352, -0.44, 1, 0.2
8353, -0.44, 0.04, 0.04
8354, -0.52, 0, 0
8355, -0.6, 0.04, 0.04
8356, -0.52, 1, 0.2
8357, -0.44, 0.64, -0.16
8358, -0.6, 0.16, 0.08
8359, -0.68, 0.16, 0.08
8360, -0.52, 0.04, -0.04
8361, -0.52, 1.96, 0.28
8362, -0.28, 0.16, 0.08
8363, -0.36, 0.64, -0.16
8364, -0.44, 0.36, 0.12
8365, -0.6, 0.36, -0.12
8366, -0.52, 0, 0
8367, -0.28, 0.16, 0.08
8368, -0.28, 0, 0
8369, -0.28, 2.56, 0.32
8370, -0.28, 0, 0
8371, -0.44, 0.64, -0.16
8372, -0.36, 0, 0
8373, -0.28, 4, -0.4
8374, -0.36, 1.44, -0.24
8375, -0.28, 0.04, -0.04
8376, -0.28, 0.36, 0.12
8377, -0.28, 1.96, 0.28
8378, -0.36, 1, 0.2
8379, -0.44, 1.44, 0.24
8380, -0.68, 6.76, 0.52
8381, -0.6, 6.76, 0.52
8382, -0.44, 1.96, 0.28
8383, -0.52, 4.84, 0.44
8384, -0.52, 4.84, 0.44
8385, -0.44, 1, 0.2
8386, -0.44, 0.64, 0.16
8387, -0.52, 1, -0.2
8388, -0.44, 0.16, 0.08
8389, -0.6, 0.36, -0.12
8390, -0.52, 0.36, -0.12
8391, -0.6, 0.36, -0.12
8392, -0.6, 0.04, -0.04
8393, -0.6, 1.96, -0.28
8394, -0.68, 1.44, -0.24
8395, -0.84, 1.96, -0.28
8396, -0.68, 0.64, -0.16
8397, -0.36, 0.16, -0.08
8398, -0.76, 1.96, -0.28
8399, -0.76, 0.36, -0.12
8400, -0.52, 0.04, 0.04
8401, -0.52, 0.16, 0.08
8402, -0.44, 1.44, 0.24
8403, -0.2, 0.36, 0.12
8404, -0.12, 1.44, 0.24
8405, -0.28, 3.24, 0.36
8406, -0.6, 4.84, 0.44
8407, -0.36, 0, 0
8408, -0.44, 0.04, 0.04
8409, -0.52, 1, 0.2
8410, -0.36, 0.36, 0.12
8411, 0.04, 0.04, 0.04
8412, -0.2, 0.16, 0.08
8413, -0.28, 1, -0.2
8414, -0.28, 1, -0.2
8415, -0.36, 4, -0.4
8416, -0.36, 0, 0
8417, -0.44, 4, 0.4
8418, -0.36, 1, 0.2
8419, -0.36, 0.36, -0.12
8420, -0.2, 0.04, 0.04
8421, -0.28, 0.36, 0.12
8422, -0.36, 1.96, 0.28
8423, -0.52, 0.16, 0.08
8424, -0.6, 1.96, -0.28
8425, -0.52, 0.64, -0.16
8426, -0.36, 1.44, -0.24
8427, -0.44, 1.96, -0.28
8428, -0.52, 0, 0
8429, -0.36, 0.64, -0.16
8430, -0.44, 1.44, 0.24
8431, -0.44, 4.84, 0.44
8432, -0.52, 0.36, 0.12
8433, -0.52, 0.04, 0.04
8434, -0.2, 0.36, 0.12
8435, -0.6, 0.16, -0.08
8436, -0.6, 0.04, -0.04
8437, -0.52, 0.16, 0.08
8438, -0.28, 0.64, -0.16
8439, -0.28, 0.04, -0.04
8440, -0.44, 0.36, -0.12
8441, -0.44, 1, -0.2
8442, -0.44, 0.36, 0.12
8443, -0.52, 0.64, 0.16
8444, -0.44, 1.44, 0.24
8445, -0.44, 0.16, 0.08
8446, -0.44, 1, 0.2
8447, -0.44, 1.44, 0.24
8448, -0.52, 0.04, -0.04
8449, -0.28, 0.36, -0.12
8450, -0.2, 0.04, 0.04
8451, -0.52, 0.64, 0.16
8452, -0.36, 0.04, 0.04
8453, -0.6, 1, 0.2
8454, -0.6, 0.64, 0.16
8455, -0.44, 0, 0
8456, -0.52, 3.24, -0.36
8457, -0.52, 1.44, -0.24
8458, -0.6, 0, 0
8459, -0.52, 0.16, -0.08
8460, -0.6, 2.56, -0.32
8461, -0.52, 1, -0.2
8462, -0.36, 0.64, -0.16
8463, -0.28, 1, -0.2
8464, -0.52, 5.76, -0.48
8465, -0.36, 1.44, -0.24
8466, -0.36, 0.36, -0.12
8467, -0.52, 0.04, -0.04
8468, -0.52, 0.04, -0.04
8469, -0.6, 0.04, -0.04
8470, -0.6, 1, 0.2
8471, -0.52, 1.44, 0.24
8472, -0.2, 0.04, 0.04
8473, -0.36, 0.04, -0.04
8474, -0.76, 0.36, 0.12
8475, -0.52, 1.96, -0.28
8476, -0.52, 0.16, 0.08
8477, -0.44, 0.16, -0.08
8478, -0.36, 2.56, -0.32
8479, -0.6, 0.04, -0.04
8480, -0.6, 1.96, -0.28
8481, -0.6, 2.56, -0.32
8482, -0.44, 5.76, -0.48
8483, -0.44, 0.36, -0.12
8484, -0.44, 0.16, 0.08
8485, -0.44, 1.44, 0.24
8486, -0.6, 1.96, 0.28
8487, -0.68, 0.36, 0.12
8488, -0.6, 0, 0
8489, -0.52, 0, 0
8490, -0.52, 1.96, 0.28
8491, -0.36, 0.04, 0.04
8492, -0.68, 0.64, -0.16
8493, -0.6, 0.36, -0.12
8494, -0.44, 1.44, -0.24
8495, -0.28, 0.16, -0.08
8496, -0.36, 0.04, 0.04
8497, -0.52, 1, -0.2
8498, -0.52, 0.04, 0.04
8499, -0.44, 4, -0.4
8500, -0.6, 4, -0.4
8501, -0.52, 1, -0.2
8502, -0.44, 0.36, 0.12
8503, -0.52, 4.84, 0.44
8504, -0.6, 0.36, 0.12
8505, -0.28, 0.16, 0.08
8506, -0.36, 0.16, -0.08
8507, -0.44, 0.16, -0.08
8508, -0.44, 0.16, -0.08
8509, -0.36, 0.16, 0.08
8510, -0.52, 0.04, 0.04
8511, -0.6, 1, 0.2
8512, -0.52, 1.96, 0.28
8513, -0.44, 1.44, 0.24
8514, -0.52, 0.64, 0.16
8515, -0.6, 0.64, 0.16
8516, -0.52, 3.24, 0.36
8517, -0.28, 0.36, 0.12
8518, -0.36, 1, 0.2
8519, -0.36, 0.36, -0.12
8520, -0.6, 0.64, -0.16
8521, -0.52, 4.84, -0.44
8522, -0.68, 10.24, -0.64
8523, -0.6, 4, -0.4
8524, -0.68, 0.36, -0.12
8525, -0.68, 0.36, -0.12
8526, -0.6, 0.36, -0.12
8527, -0.36, 0.16, 0.08
8528, -0.36, 1, -0.2
8529, -0.44, 0.64, 0.16
8530, -0.52, 1.96, -0.28
8531, -0.28, 1, -0.2
8532, -0.36, 0.16, -0.08
8533, -0.52, 0.36, -0.12
8534, -0.52, 0.04, 0.04
8535, -0.28, 0.36, 0.12
8536, -0.44, 1.96, 0.28
8537, -0.52, 2.56, 0.32
8538, -0.36, 1.96, 0.28
8539, -0.44, 1.44, 0.24
8540, -0.6, 1, 0.2
8541, -0.44, 0.36, 0.12
8542, -0.44, 2.56, 0.32
8543, -0.6, 1, 0.2
8544, -0.52, 1.44, 0.24
8545, -0.2, 0.36, 0.12
8546, -0.44, 1.96, 0.28
8547, -0.36, 2.56, 0.32
8548, -0.52, 0.64, 0.16
8549, -0.44, 0.16, 0.08
8550, -0.44, 0.36, 0.12
8551, -0.6, 0.64, 0.16
8552, -0.28, 1, 0.2
8553, -0.44, 0.04, -0.04
8554, -0.36, 0.16, 0.08
8555, -0.44, 0.36, 0.12
8556, -0.52, 0.04, 0.04
8557, -0.44, 0.36, -0.12
8558, -0.44, 0.16, 0.08
8559, -0.76, 0.64, 0.16
8560, -0.68, 0, 0
8561, -0.44, 1, 0.2
8562, -0.28, 0.36, 0.12
8563, -0.52, 0, 0
8564, -0.52, 0.04, 0.04
8565, -0.36, 0.36, 0.12
8566, -0.44, 1, 0.2
8567, -0.68, 0.16, 0.08
8568, -0.6, 0.16, 0.08
8569, -0.6, 0.36, 0.12
8570, -0.6, 0.04, 0.04
8571, -0.52, 1, 0.2
8572, -0.52, 0.36, 0.12
8573, -0.52, 0.16, 0.08
8574, -0.6, 1.44, 0.24
8575, -0.44, 0.16, 0.08
8576, -0.44, 4.84, 0.44
8577, -0.52, 0.64, 0.16
8578, -0.68, 1, 0.2
8579, -0.6, 0.36, -0.12
8580, -0.68, 0.04, -0.04
8581, -0.52, 0, 0
8582, -0.52, 0.16, -0.08
8583, -0.28, 0.16, 0.08
8584, -0.36, 0.64, 0.16
8585, -0.44, 2.56, 0.32
8586, -0.28, 0.64, 0.16
8587, -0.52, 1, 0.2
8588, -0.28, 0, 0
8589, -0.6, 0.16, -0.08
8590, -0.28, 1.44, 0.24
8591, -0.6, 0.64, 0.16
8592, -0.44, 1.44, 0.24
8593, -0.52, 0, 0
8594, -0.44, 2.56, -0.32
8595, -0.2, 0.36, -0.12
8596, -0.44, 0.36, -0.12
8597, -0.28, 0, 0
8598, -0.2, 0.64, -0.16
8599, -0.44, 4, -0.4
8600, -0.44, 1.44, -0.24
8601, -0.44, 3.24, -0.36
8602, -0.44, 0.36, -0.12
8603, -0.28, 0.04, -0.04
8604, -0.36, 0.04, -0.04
8605, -0.6, 0.36, -0.12
8606, -0.36, 0.04, -0.04
8607, -0.44, 1.96, -0.28
8608, -0.44, 0.04, 0.04
8609, -0.52, 0.04, 0.04
8610, -0.6, 4, -0.4
8611, -0.6, 5.76, -0.48
8612, -0.52, 3.24, -0.36
8613, -0.2, 0.36, -0.12
8614, -0.36, 0.36, 0.12
8615, -0.36, 0.16, 0.08
8616, -0.52, 0.64, 0.16
8617, -0.44, 0.64, 0.16
8618, -0.52, 0, 0
8619, -0.28, 1, 0.2
8620, -0.36, 0.16, -0.08
8621, -0.36, 0.64, -0.16
8622, -0.28, 3.24, -0.36
8623, -0.36, 0.16, -0.08
8624, -0.52, 0.16, -0.08
8625, -0.36, 1.44, -0.24
8626, -0.6, 4, -0.4
8627, -0.68, 0.36, -0.12
8628, -0.28, 0.16, -0.08
8629, -0.44, 0.16, -0.08
8630, -0.52, 0.04, 0.04
8631, -0.28, 1, -0.2
8632, -0.6, 6.76, -0.52
8633, -0.52, 1.44, -0.24
8634, -0.6, 0.04, 0.04
8635, -0.52, 0.16, 0.08
8636, -0.52, 0.04, -0.04
8637, -0.36, 1.96, 0.28
8638, -0.52, 5.76, 0.48
8639, -0.52, 1.96, 0.28
8640, -0.52, 1.44, 0.24
8641, -0.52, 0.04, 0.04
8642, -0.68, 0.16, 0.08
8643, -0.68, 0, 0
8644, -0.6, 0.64, -0.16
8645, -0.6, 0.04, -0.04
8646, -0.6, 0.04, -0.04
8647, -0.28, 0.16, 0.08
8648, -0.44, 0, 0
8649, -0.36, 0.16, 0.08
8650, -0.52, 0.16, 0.08
8651, -0.44, 0, 0
8652, -0.44, 0, 0
8653, -0.28, 0.64, 0.16
8654, -0.36, 0.64, 0.16
8655, -0.44, 0.64, -0.16
8656, -0.44, 0.16, -0.08
8657, -0.6, 0.16, -0.08
8658, -0.44, 0, 0
8659, -0.36, 1.44, 0.24
8660, -0.6, 4.84, 0.44
8661, -0.44, 2.56, 0.32
8662, -0.44, 2.56, 0.32
8663, -0.44, 5.76, 0.48
8664, -0.44, 1, 0.2
8665, -0.52, 0.64, 0.16
8666, -0.52, 1.44, 0.24
8667, -0.52, 1, 0.2
8668, -0.52, 1.44, 0.24
8669, -0.68, 3.24, 0.36
8670, -0.36, 1.44, 0.24
8671, -0.6, 0.16, 0.08
8672, -0.6, 1.44, 0.24
8673, -0.6, 0.64, 0.16
8674, -0.2, 1.44, 0.24
8675, -0.52, 1, 0.2
8676, -0.36, 0.04, -0.04
8677, -0.36, 1, 0.2
8678, -0.6, 4.84, 0.44
8679, -0.6, 4, 0.4
8680, -0.6, 0, 0
8681, -0.36, 0.04, 0.04
8682, -0.44, 0.04, -0.04
8683, -0.6, 4, -0.4
8684, -0.44, 0.64, -0.16
8685, -0.52, 3.24, 0.36
8686, -0.44, 0.36, 0.12
8687, -0.44, 1, 0.2
8688, -0.36, 0.16, -0.08
8689, -0.52, 0.04, 0.04
8690, -0.36, 0.16, 0.08
8691, -0.36, 0, 0
8692, -0.44, 4.84, -0.44
8693, -0.52, 6.76, -0.52
8694, -0.44, 5.76, -0.48
8695, -0.36, 0.64, -0.16
8696, -0.44, 0.04, -0.04
8697, -0.44, 0.64, -0.16
8698, -0.52, 0.36, 0.12
8699, -0.44, 0.04, 0.04
8700, -0.44, 1.44, -0.24
8701, -0.2, 0.36, -0.12
8702, -0.52, 1, -0.2
8703, -0.52, 0.16, -0.08
8704, -0.36, 1.44, 0.24
8705, -0.68, 0.36, 0.12
8706, -0.6, 0.04, 0.04
8707, -0.44, 0.04, 0.04
8708, -0.28, 0.16, 0.08
8709, -0.44, 0, 0
8710, -0.52, 1.44, -0.24
8711, -0.52, 4, -0.4
8712, -0.52, 1.96, -0.28
8713, -0.6, 2.56, -0.32
8714, -0.52, 1.96, -0.28
8715, -0.44, 0.36, -0.12
8716, -0.44, 1.44, -0.24
8717, -0.6, 9, -0.6
8718, -0.44, 5.76, -0.48
8719, -0.36, 3.24, -0.36
8720, -0.44, 0.16, -0.08
8721, -0.28, 1.96, -0.28
8722, -0.36, 3.24, -0.36
8723, -0.52, 1.44, -0.24
8724, -0.52, 0, 0
8725, -0.6, 0.64, 0.16
8726, -0.6, 0.04, 0.04
8727, -0.6, 0.16, -0.08
8728, -0.6, 0.64, -0.16
8729, -0.68, 2.56, -0.32
8730, -0.68, 1, -0.2
8731, -0.44, 0.16, -0.08
8732, -0.44, 0.04, -0.04
8733, -0.28, 0.36, 0.12
8734, -0.44, 0.64, 0.16
8735, -0.52, 0.04, 0.04
8736, -0.44, 0.64, 0.16
8737, -0.68, 0.36, 0.12
8738, -0.52, 0.04, 0.04
8739, -0.52, 0.16, 0.08
8740, -0.6, 1.44, 0.24
8741, -0.36, 0.04, 0.04
8742, -0.28, 0.04, 0.04
8743, -0.44, 1, -0.2
8744, -0.6, 0.04, 0.04
8745, -0.36, 0, 0
8746, -0.36, 2.56, -0.32
8747, -0.52, 1.44, -0.24
8748, -0.44, 2.56, 0.32
8749, -0.28, 4.84, 0.44
8750, -0.2, 0.16, -0.08
8751, -0.36, 0.04, 0.04
8752, -0.44, 1, -0.2
8753, -0.44, 1, -0.2
8754, -0.44, 4, -0.4
8755, -0.44, 5.76, -0.48
8756, -0.52, 1.96, -0.28
8757, -0.44, 4.84, -0.44
8758, -0.52, 0.36, -0.12
8759, -0.52, 1, -0.2
8760, -0.44, 0.64, -0.16
8761, -0.52, 1, 0.2
8762, -0.44, 0.36, 0.12
8763, -0.28, 1, 0.2
8764, -0.44, 1, 0.2
8765, -0.6, 0.36, 0.12
8766, -0.6, 2.56, 0.32
8767, -0.52, 4, 0.4
8768, -0.52, 4, 0.4
8769, -0.68, 2.56, 0.32
8770, -0.6, 4.84, 0.44
8771, -0.52, 0.64, 0.16
8772, -0.44, 0.64, 0.16
8773, -0.44, 5.76, 0.48
8774, -0.36, 0.36, 0.12
8775, -0.52, 0.36, 0.12
8776, -0.44, 0.64, 0.16
8777, -0.36, 1, 0.2
8778, -0.52, 0.04, -0.04
8779, -0.6, 1.96, -0.28
8780, -0.52, 1.96, -0.28
8781, -0.52, 2.56, -0.32
8782, -0.68, 7.84, -0.56
8783, -0.6, 3.24, -0.36
8784, -0.68, 4, -0.4
8785, -0.44, 0.04, -0.04
8786, -0.6, 0.16, -0.08
8787, -0.52, 0.36, 0.12
8788, -0.44, 0.64, 0.16
8789, -0.44, 1.44, 0.24
8790, -0.52, 1, 0.2
